Date,Open,High,Low,Close,Adj Close,Volume
2018-04-23,125.620003,126.339996,124.690002,125.500000,125.500000,30811400
2018-04-30,124.410004,125.199997,123.389999,124.540001,124.540001,35737200
2018-05-07,124.500000,125.589996,123.790001,125.000000,125.000000,22871800
2018-05-14,125.160004,125.209999,122.010002,122.410004,122.410004,34226800
2018-05-21,122.160004,123.820000,121.970001,123.209999,123.209999,32484400
2018-05-28,122.839996,123.779999,122.440002,122.489998,122.489998,29508500
2018-06-04,122.849998,123.349998,122.279999,123.010002,123.010002,22859700
2018-06-11,123.099998,123.860001,120.830002,121.339996,121.339996,38900900
2018-06-18,121.349998,121.440002,119.820000,120.339996,120.339996,23491600
2018-06-25,120.000000,120.230003,118.010002,118.650002,118.650002,40218100
2018-07-02,118.180000,119.330002,117.400002,118.860001,118.860001,28821700
2018-07-09,119.650002,119.730003,117.449997,117.610001,117.610001,24833800
2018-07-16,117.510002,117.629997,115.120003,116.559998,116.559998,39121700
2018-07-23,116.250000,116.839996,115.760002,115.830002,115.830002,28152400
2018-07-30,115.800003,116.349998,114.419998,114.919998,114.919998,29765000
2018-08-06,114.559998,115.230003,114.309998,114.690002,114.690002,25818500
2018-08-13,113.809998,113.809998,111.059998,112.129997,112.129997,44590800
2018-08-20,112.379997,114.419998,112.059998,114.160004,114.160004,31286200
2018-08-27,114.120003,114.870003,113.239998,113.510002,113.510002,26562000
2018-09-03,112.750000,114.260002,112.610001,113.230003,113.230003,19575400
2018-09-10,113.260002,114.779999,112.419998,113.019997,113.019997,23435200
2018-09-17,113.599998,114.370003,112.790001,113.489998,113.489998,24903900
2018-09-24,113.680000,113.959999,111.849998,112.760002,112.760002,29441400
2018-10-01,112.400002,114.330002,112.150002,113.800003,113.800003,35954400
2018-10-08,112.250000,116.040001,111.900002,115.230003,115.230003,70785400
2018-10-15,116.120003,116.599998,115.629997,116.010002,116.010002,43856800
2018-10-22,115.570000,117.650002,115.430000,116.769997,116.769997,50504600
2018-10-29,116.410004,117.070000,114.660004,116.650002,116.650002,49834900
2018-11-05,116.279999,116.669998,114.139999,114.480003,114.480003,43752400
2018-11-12,114.010002,115.879997,113.419998,115.620003,115.620003,48245400
2018-11-19,115.449997,116.349998,115.370003,115.769997,115.769997,30144200
2018-11-26,115.839996,116.239998,114.589996,115.540001,115.540001,42127400
2018-12-03,116.599998,118.230003,116.300003,118.089996,118.089996,35326100
2018-12-10,117.699997,117.949997,116.580002,117.059998,117.059998,30283600
2018-12-17,117.370003,119.739998,117.349998,118.720001,118.720001,62070200
2018-12-24,119.570000,121.080002,119.570000,121.059998,121.059998,42769000
2018-12-31,120.980003,122.459999,120.690002,121.440002,121.440002,50000400
2019-01-07,122.160004,122.339996,121.059998,121.800003,121.800003,40967000
2019-01-14,122.150002,122.440002,121.019997,121.019997,121.019997,40322200
2019-01-21,121.180000,122.910004,120.860001,122.860001,122.860001,29887200
2019-01-28,122.750000,125.230003,122.720001,124.500000,124.500000,54931400
2019-02-04,123.989998,124.419998,123.400002,124.209999,124.209999,29935800
2019-02-11,123.190002,125.000000,123.190002,124.800003,124.800003,35200800
2019-02-18,125.980003,127.209999,125.050003,125.500000,125.500000,38577700
2019-02-25,125.779999,125.900002,121.870003,121.879997,121.879997,42194800
2019-03-04,121.559998,122.889999,121.029999,122.839996,122.839996,38729600
2019-03-11,122.519997,123.879997,121.919998,122.970001,122.970001,36566100
2019-03-18,123.300003,124.419998,122.650002,123.970001,123.970001,39260600
2019-03-25,124.559998,125.110001,121.709999,122.010002,122.010002,37911600
2019-04-01,122.400002,122.430000,120.959999,121.980003,121.980003,36810100
2019-04-08,122.970001,123.769997,121.790001,121.830002,121.830002,32231300
2019-04-15,121.199997,121.820000,120.150002,120.370003,120.370003,23134500
2019-04-22,120.459999,121.669998,119.550003,121.370003,121.370003,22858300
2019-04-29,120.879997,121.550003,119.540001,120.650002,120.650002,36733700
2019-05-06,120.610001,121.730003,120.540001,121.430000,121.430000,21270600
2019-05-13,122.629997,122.849998,120.330002,120.650002,120.650002,39924600
2019-05-20,120.510002,121.519997,119.830002,121.300003,121.300003,20312500
2019-05-27,120.800003,123.400002,120.459999,123.330002,123.330002,31560700
2019-06-03,124.089996,127.250000,123.900002,126.589996,126.589996,43506300
2019-06-10,125.459999,127.629997,124.879997,126.559998,126.559998,30524900
2019-06-17,126.699997,132.169998,126.169998,131.979996,131.979996,60437800
2019-06-24,132.770004,135.550003,132.259995,133.199997,133.199997,71130200
2019-07-01,131.559998,134.100006,130.550003,132.139999,132.139999,44487900
2019-07-08,132.179993,133.869995,131.160004,133.529999,133.529999,42427500
2019-07-15,133.179993,136.630005,132.130005,134.470001,134.470001,59808300
2019-07-22,134.559998,134.949997,133.089996,133.639999,133.639999,42225100
2019-07-29,134.059998,136.600006,132.309998,135.889999,135.889999,78891300
2019-08-05,137.929993,142.470001,137.050003,141.259995,141.259995,76256600
2019-08-12,141.669998,144.020004,139.350006,142.779999,142.779999,90976300
2019-08-19,141.330002,144.330002,140.850006,144.169998,144.169998,53274600
2019-08-26,144.350006,145.679993,143.020004,143.750000,143.750000,60897000
2019-09-02,144.960007,146.820007,141.860001,141.919998,141.919998,61369500
2019-09-09,142.369995,143.100006,140.059998,140.149994,140.149994,57531400
2019-09-16,141.600006,143.029999,139.809998,142.949997,142.949997,50298500
2019-09-23,143.220001,144.770004,140.160004,141.059998,141.059998,49020000
2019-09-30,139.770004,143.250000,137.800003,141.899994,141.899994,61896700
2019-10-07,141.160004,142.580002,138.910004,140.029999,140.029999,44118900
2019-10-14,140.449997,141.119995,139.210007,140.460007,140.460007,36012400
2019-10-21,140.720001,142.830002,139.600006,141.860001,141.860001,28527500
2019-10-28,141.250000,142.899994,139.550003,142.559998,142.559998,31411200
2019-11-04,142.259995,142.449997,137.389999,137.389999,137.389999,48530700
2019-11-11,137.610001,138.940002,136.190002,138.210007,138.210007,37589100
2019-11-18,138.440002,139.000000,137.660004,137.740005,137.740005,25251900
2019-11-25,137.320007,138.130005,136.580002,137.860001,137.860001,19767600
2019-12-02,137.320007,139.570007,137.300003,137.619995,137.619995,37464700
2019-12-09,137.800003,139.850006,137.449997,139.050003,139.050003,27829300
2019-12-16,139.199997,139.550003,138.800003,139.520004,139.520004,21980100
2019-12-23,139.529999,142.729996,139.529999,142.330002,142.330002,23947000
2019-12-30,142.559998,146.320007,142.460007,145.860001,145.860001,30130700
2020-01-06,148.440002,148.610001,145.440002,146.910004,146.910004,61105900
2020-01-13,146.350006,146.990005,145.080002,146.580002,146.580002,37883700
2020-01-20,145.770004,148.380005,145.550003,147.979996,147.979996,29204000
2020-01-27,149.240005,149.679993,147.529999,149.330002,149.330002,46452100
2020-02-03,148.660004,148.779999,145.800003,147.789993,147.789993,36990700
2020-02-10,148.210007,149.130005,147.009995,149.000000,149.000000,28441100
2020-02-17,149.880005,155.220001,149.470001,154.699997,154.699997,45596500
2020-02-24,158.500000,158.529999,147.050003,148.380005,148.380005,143753100
2020-03-02,150.000000,159.250000,149.039993,157.550003,157.550003,102245500
2020-03-09,158.600006,159.369995,141.580002,143.279999,143.279999,129910700
2020-03-16,137.559998,146.199997,136.119995,140.110001,140.110001,111824600
2020-03-23,142.679993,155.660004,142.279999,152.250000,152.250000,88078700
2020-03-30,152.410004,153.089996,147.850006,152.649994,152.649994,54885200
2020-04-06,154.160004,159.080002,153.960007,158.690002,158.690002,49658500
2020-04-13,159.169998,164.419998,158.119995,158.570007,158.570007,73672100
2020-04-20,158.619995,163.600006,157.039993,162.639999,162.639999,62196700
2020-04-27,161.880005,162.000000,157.800003,159.779999,159.779999,56196600
2020-05-04,160.330002,162.000000,158.100006,160.419998,160.419998,57833900
2020-05-11,160.339996,164.800003,158.889999,163.929993,163.929993,63569400
2020-05-18,164.330002,164.960007,161.369995,163.210007,163.210007,53667600
2020-05-25,162.580002,163.399994,159.199997,162.910004,162.910004,49375800
2020-06-01,162.919998,164.080002,157.039993,158.009995,158.009995,61644800
2020-06-08,158.899994,164.059998,158.470001,162.619995,162.619995,49868600
2020-06-15,160.520004,164.089996,160.160004,164.029999,164.029999,38839700
2020-06-22,165.059998,166.990005,164.220001,166.539993,166.539993,52271600
2020-06-29,166.559998,167.990005,165.339996,166.979996,166.979996,41466300
2020-07-06,167.750000,170.860001,167.190002,169.190002,169.190002,52106900
2020-07-13,170.289993,170.429993,168.649994,170.119995,170.119995,48980800
2020-07-20,170.759995,179.160004,170.270004,178.699997,178.699997,80242200
2020-07-27,181.850006,186.139999,181.419998,185.429993,185.429993,101858200
2020-08-03,185.050003,194.449997,184.199997,190.809998,190.809998,105958600
2020-08-10,191.199997,192.610001,179.039993,182.539993,182.539993,123451500
2020-08-17,184.690002,189.399994,180.470001,182.029999,182.029999,86054200
2020-08-24,182.910004,185.399994,179.369995,184.389999,184.389999,63877700
2020-08-31,184.789993,186.990005,180.050003,181.639999,181.639999,56166200
2020-09-07,179.500000,184.679993,179.020004,182.449997,182.449997,38459200
2020-09-14,183.570007,185.009995,181.479996,183.199997,183.199997,49201500
2020-09-21,179.839996,180.289993,173.770004,174.940002,174.940002,62086400
2020-09-28,175.830002,179.500000,175.089996,178.539993,178.539993,42091300
2020-10-05,179.020004,181.169998,176.429993,181.080002,181.080002,44523900
2020-10-12,180.570007,180.830002,177.100006,178.300003,178.300003,36380000
2020-10-19,179.410004,181.309998,177.720001,178.639999,178.639999,35050200
2020-10-26,178.750000,179.429993,174.830002,176.199997,176.199997,38443600
2020-11-02,177.449997,183.529999,177.130005,183.190002,183.190002,51674000
2020-11-09,176.419998,177.800003,173.639999,177.160004,177.160004,64175400
2020-11-16,177.229996,177.910004,174.169998,175.690002,175.690002,37316800
2020-11-23,175.100006,175.240005,166.779999,167.789993,167.789993,55870300
2020-11-30,166.679993,173.320007,166.029999,172.320007,172.320007,56498900
2020-12-07,172.559998,175.929993,171.240005,172.490005,172.490005,40295500
2020-12-14,171.910004,177.869995,170.910004,176.440002,176.440002,38925300
2020-12-21,176.289993,176.940002,174.339996,176.350006,176.350006,27849500
2020-12-28,177.259995,178.399994,175.570007,178.360001,178.360001,27217200
2021-01-04,181.970001,183.210007,171.479996,173.339996,173.339996,77013800
2021-01-11,172.139999,174.460007,170.979996,171.130005,171.130005,62175400
2021-01-18,172.710007,175.509995,171.919998,173.899994,173.899994,31458100
2021-01-25,174.820007,175.160004,171.660004,172.610001,172.610001,40304100
2021-02-01,175.020004,175.259995,167.339996,169.809998,169.809998,41260400
2021-02-08,171.979996,173.220001,169.880005,170.690002,170.690002,30145500
2021-02-15,168.139999,170.070007,165.729996,167.009995,167.009995,41933500
2021-02-22,168.539993,169.889999,160.949997,161.809998,161.809998,67669200
2021-03-01,163.029999,163.350006,158.429993,159.139999,159.139999,65004500
2021-03-08,158.580002,161.979996,157.130005,161.490005,161.490005,45837200
2021-03-15,162.309998,164.149994,161.110001,163.240005,163.240005,43858600
2021-03-22,162.270004,163.580002,161.320007,162.240005,162.240005,32024500
2021-03-29,161.460007,162.110001,157.550003,161.979996,161.979996,34491500
2021-04-05,161.520004,164.770004,161.360001,163.270004,163.270004,31593400
2021-04-12,162.729996,166.809998,161.809998,166.350006,166.350006,36513100
2021-04-19,165.910004,168.389999,165.619995,166.399994,166.399994,35420400
2021-04-26,166.630005,167.149994,164.470001,165.660004,165.660004,32398600
2021-05-03,167.610001,172.550003,165.500000,171.589996,171.589996,53554800
2021-05-10,172.740005,172.839996,170.229996,172.690002,172.690002,47056200
2021-05-17,173.300003,177.000000,173.279999,176.039993,176.039993,57471900
2021-05-24,176.149994,178.610001,175.869995,178.380005,178.380005,40999600
2021-05-31,178.759995,178.850006,174.660004,177.160004,177.160004,34285600
2021-06-07,176.960007,177.899994,175.479996,175.740005,175.740005,37694500
2021-06-14,173.160004,175.059998,164.869995,164.929993,164.929993,75180000
2021-06-21,166.520004,168.029999,165.970001,166.589996,166.589996,38446300
2021-06-28,166.679993,167.720001,164.009995,167.289993,167.289993,37220200
2021-07-05,169.270004,169.860001,167.539993,169.210007,169.210007,27282700
2021-07-12,168.699997,171.300003,167.639999,169.410004,169.410004,39166400
2021-07-19,169.509995,170.800003,167.949997,168.559998,168.559998,28495200
2021-07-26,168.580002,171.520004,167.720001,169.820007,169.820007,34943100
2021-08-02,169.300003,171.399994,164.550003,164.639999,164.639999,47539200
2021-08-09,163.009995,166.460007,160.679993,166.389999,166.389999,38435300
2021-08-16,166.729996,167.729996,166.160004,166.699997,166.699997,36669700
2021-08-23,168.820007,170.190002,166.740005,170.190002,170.190002,32705300
2021-08-30,169.660004,171.550003,168.750000,171.059998,171.059998,27822600
2021-09-06,169.559998,169.779999,166.699997,167.179993,167.179993,30643900
2021-09-13,167.449997,169.160004,163.229996,163.770004,163.770004,39172200
2021-09-20,164.289993,167.149994,162.740005,163.300003,163.300003,39915300
2021-09-27,163.850006,164.960007,160.970001,164.589996,164.589996,39814100
2021-10-04,163.690002,166.419998,163.470001,164.229996,164.229996,32663200
2021-10-11,164.039993,168.220001,163.910004,165.330002,165.330002,34166600
2021-10-18,165.419998,169.539993,164.809998,167.770004,167.770004,30756400
2021-10-25,168.660004,169.250000,165.639999,166.649994,166.649994,31895900
2021-11-01,167.380005,169.940002,164.380005,169.839996,169.839996,33813300
2021-11-08,170.429993,174.669998,170.059998,174.449997,174.449997,36061400
2021-11-15,174.100006,174.610001,172.240005,172.610001,172.610001,35858800
2021-11-22,null,null,null,null,null,null
2021-11-22,169.899994,170.440002,168.419998,168.740005,168.740005,12933644
